photoid,userid,x,y
5197674292,65355162@N00,-212567.95,-20456.05
5324284738,65355162@N00,-179462.37,-115183.69
5201882016,65355162@N00,-212439.02,-20508.27
5367454580,65355162@N00,-172827.06,193919.98
5779594987,65355162@N00,-210214.94,-22079.13
3156550813,12420978@N07,-171966.66,-151766.89
4691766816,62018003@N00,-204507.5,302892.76
4691766102,62018003@N00,-201344.66,288558
6698352189,9651596@N02,-109428.57,80774.33
9309504200,59214791@N00,-272558.52,52920.05
9319821214,59214791@N00,-349977.73,422036.89
9319790536,59214791@N00,-200182.18,-9265.59
9317000855,59214791@N00,-342213.88,405295.12
9312971066,59214791@N00,-220997.01,-23428.16
9310307658,59214791@N00,-214030.32,-66364.45
9316736875,59214791@N00,-218102.3,-18110.4
9322690842,59214791@N00,-326435.14,149456.09
9313165850,59214791@N00,-259131.88,23159.75
9319897579,59214791@N00,-327220.56,163308.75
9310155753,59214791@N00,-278825.76,57972.27
9312902390,59214791@N00,-325169.17,140532.44
2424234540,11849171@N00,-198357.71,-13864.85
2423422355,11849171@N00,-211660.48,-23124
2423422733,11849171@N00,-172802.84,-26475.02
2424234764,11849171@N00,-173836.08,-25056.21
3626320286,49601964@N00,-168801.83,-156350.01
4308325423,49601964@N00,-179448.45,-114530.14
393414957,49601964@N00,-179601.15,-114530.67
407143437,60991646@N00,-112841.3,13905.93
246273255,60991646@N00,-58343.04,-320028.14
402247252,60991646@N00,-217892.6,-17703.99
402247233,60991646@N00,-217872.51,-19242.59
4017975987,31150609@N05,-174553.27,-66176.7
10070684485,23155134@N06,-172275.97,357980.74
10070691925,23155134@N06,-193611.6,389499.95
10070655564,23155134@N06,-169978.99,369700.97
10070696955,23155134@N06,-193225.56,391202.1
10070690295,23155134@N06,-193487.02,389896.26
10070646764,23155134@N06,-172272.55,358138.27
10070693065,23155134@N06,-193049.27,391369.01
10070739706,23155134@N06,-183815.81,381101.79
10070793423,23155134@N06,-188387.77,379780.64
10070780703,23155134@N06,-172424.37,357783.28
10070782953,23155134@N06,-199505.98,381177.2
10070701675,23155134@N06,-191194.14,392122.59
12338002083,35034347485@N01,-210749.92,-22059.95
4098478747,35034347485@N01,-211332.95,-23179.9
4383975810,32462107@N00,-217947.43,-17564.99
4383975174,32462107@N00,-211369.71,-20685.36
4383974242,32462107@N00,-183915.76,-33873.55
2526399361,79083606@N00,-196759.44,-56463.29
5024413116,55716492@N00,-211559.42,-38343.14
5466452064,55716492@N00,-214133.94,-21846.04
5024421550,55716492@N00,-215082.65,-37746.83
28088237,42614915@N00,-203444.53,-11701.04
112785009,42614915@N00,-211147.91,-22470.89
8377772511,62444557@N00,-175406.42,214787.55
8471783997,62444557@N00,-226302.09,-13594.17
8505494316,62444557@N00,-329398.31,154714.73
471351332,44124371338@N01,-213742.26,-22928.09
3943197557,51352098@N00,-267683.02,42179.1
3135065814,51352098@N00,-216971.84,-24538.63
8444136612,68001940@N00,-270424.91,60919.71
457834402,10783872@N00,-196809.54,-23404.45
2765721902,10783872@N00,-198795.1,-21946.01
6675224615,54199003@N00,-191116.54,-61532.13
6471093557,54199003@N00,-204121.57,-14791.74
6762741795,54199003@N00,-213688.93,-22920.56
6444606325,54199003@N00,-215227.2,-26297.17
2323318161,9147703@N03,170723.62,-427589.12
717915499,40279823@N00,-249676.74,12668.73
717917889,40279823@N00,-264847.08,2050.14
717922429,40279823@N00,-252057.6,4781.3
601984740,40279823@N00,-212695.59,-23628.53
718795254,40279823@N00,-265064.62,1901.03
718788790,40279823@N00,-244201.58,6244.92
701654999,40279823@N00,-253038.31,4961.48
4236381988,22244945@N00,-354571.28,295845.36
5670817377,42105126@N08,-161409.27,-70722.44
5920227061,30674850@N00,-229576.34,-8028.48
2665823639,36151080@N00,-224236.99,-16348.38
5924642661,36151080@N00,-199426.61,33641.11
2579219812,36151080@N00,-123621.68,61618.05
4736159287,36151080@N00,-70016.08,40196.24
13654945664,36151080@N00,-70508.52,44583.49
4466944017,36151080@N00,-64546.91,54011.01
4736149653,36151080@N00,-67499.02,37332.35
2666639976,36151080@N00,-223718.38,-15582.21
9737138115,36151080@N00,-199055.34,-21896.43
6419708007,94022366@N00,-336934.94,378708.32
421387343,94022366@N00,-340046.02,426794.87
9536485,24208724@N00,-156446.28,191562.53
12101513,24208724@N00,-156675.16,191091.87
6615253241,44784417@N03,-220851.62,-26277.54
6231986429,48425108@N05,-183711.6,379048.65
7167850053,48425108@N05,-195917.91,354986.31
5949676642,52822882@N07,-172541.81,-160672.74
444562969,86088434@N00,-328848.25,153863.85
444555512,86088434@N00,-329602.97,154593.87
444555064,86088434@N00,-329496.52,154847.94
444555576,86088434@N00,-329378.28,154662.21
2672947664,26216388@N02,-169468.77,-154560.66
4302776365,9298028@N05,-265916.88,39840.21
4303505410,9298028@N05,-236449.15,50223.14
4302766959,9298028@N05,-268423.18,37788.92
1380664495,32106307@N00,-121822.87,-113563.05
3639053417,94415795@N00,-268421.71,43898.16
3639866816,94415795@N00,-249840.24,14857.39
3639863338,94415795@N00,-253170.64,20044.98
3558549613,94415795@N00,-225061.25,66257.35
8761477555,73653333@N05,-99762.38,236878.35
7627708698,73653333@N05,-259444.17,29979.48
4770020383,51517883@N00,-327832.77,163244.83
4770674974,51517883@N00,-328163.52,149779.3
4567295404,48855050@N00,-200672.2,-12717.75
2971664111,78233635@N00,-211789.41,53049.99
2972593544,78233635@N00,-213311.52,55351.37
2973367216,78233635@N00,-205848.87,44898.92
2973397464,78233635@N00,-193364.74,39880.27
7343205414,60434932@N03,-107052.56,-23862.26
2691789540,7382084@N08,-183179.69,398033.55
2690978633,7382084@N08,-199474.58,380651.72
2691789340,7382084@N08,-183727.89,379314.13
2524236649,24539921@N08,-227382.74,-10653.18
2591516431,24539921@N08,-220487.35,-43394.18
1796988471,45183326@N00,-126705.36,-9771.3
1796910383,45183326@N00,-127922.47,-13943.06
1797734666,45183326@N00,-125037.81,-28237.07
1797741774,45183326@N00,-125780.83,-20919.19
1796897649,45183326@N00,-126227.64,-27129.03
9207805859,8073513@N03,-188992.57,370650.69
10163460006,8073513@N03,-334113.61,265385.56
12327528433,8073513@N03,-168906.2,-13702.21
9396783891,8073513@N03,-138937.52,334247.13
10711020644,8073513@N03,-134345.45,5244.13
9682400737,8073513@N03,-126149.2,411331.36
5321743875,8073513@N03,-215085.19,420653.93
9261905005,8073513@N03,-139019.41,334050.08
9886761284,8073513@N03,-188741.28,370954.47
13415782985,8073513@N03,-335251.18,265320.16
7782423628,8073513@N03,-154336.58,261162.17
9222956845,8073513@N03,-183464.19,402768.3
8074020649,8073513@N03,-167515.99,257655.42
7743339266,8073513@N03,-128013.39,273322.48
7721768884,8073513@N03,-111920.97,281982.13
6695868579,42619648@N03,-218854.76,-29353.18
4761995299,42619648@N03,-219103.67,-24444.73
8034973229,42619648@N03,-178001.7,373824.07
4762015183,42619648@N03,-181972.82,-116555.72
8034975008,42619648@N03,-199505.98,381177.2
2751907443,33733018@N00,-213599.81,-80619.11
2615682257,17366766@N00,-202591.93,-79894.29
11078294376,98786299@N00,-26919.87,29134.61
253041913,56384399@N00,-201260.46,288933.64
253041467,56384399@N00,-201260.97,288768.05
253042752,56384399@N00,-201365.31,289027.68
253044425,56384399@N00,-231167.47,114800.6
253042964,56384399@N00,-201220.51,288642.19
253044737,56384399@N00,-230394.82,112428.1
4542115537,27919058@N00,-171417.97,-72523.99
8680414207,59972430@N00,-197570.78,11600.14
10211074186,27572989@N02,-168167.22,-13258.63
7149323965,27572989@N02,162695.79,-438394.41
5195072283,27572989@N02,-165076.03,-91839.69
9493791557,27572989@N02,-218468.33,-27095.07
5004376333,16918182@N03,-328294.53,258205.62
5018536450,16918182@N03,-126093.02,280310.33
5017802621,16918182@N03,-98385.06,244284.58
5017905005,16918182@N03,-128063.13,273528.07
5004989594,16918182@N03,-326505.01,255865.29
5018519292,16918182@N03,-126705.28,273767.55
5018469806,16918182@N03,-129436.26,272792.17
5018442358,16918182@N03,-129454.53,272564.01
5017887959,16918182@N03,-129017.28,271679.26
5018526798,16918182@N03,-122070.58,276972.83
5018424998,16918182@N03,-130084.38,271435.34
5018481978,16918182@N03,-129215.64,272027.07
5018500226,16918182@N03,-127654.47,274047.22
5018433234,16918182@N03,-129423.75,272668.69
5720077306,11280582@N02,-348375.4,345814.86
5720082296,11280582@N02,-256893.02,310974.34
5720083710,11280582@N02,-248167.84,311738.48
5719526343,11280582@N02,-133792.47,329556.68
5719520699,11280582@N02,-251409.31,308258.62
5720085630,11280582@N02,-140979.19,320494.5
5719525663,11280582@N02,-137220.74,325253.93
5719523357,11280582@N02,-232251.49,312588.5
5719525063,11280582@N02,-140120.22,321603.14
5720088040,11280582@N02,-128082.96,332167.41
5720083092,11280582@N02,-257433.52,312204.41
6242703169,81708185@N00,-151363.25,207835.09
5287212733,84767053@N00,-186311.46,-115271.43
3974240594,84767053@N00,-97760.39,-78974.37
5709972851,54430347@N04,-343980.95,363798.27
4216892726,41450005@N07,101203.26,-46711.64
4216884636,41450005@N07,100646.92,-46925.36
5485418543,28139153@N00,-229436.16,102915.82
5525443480,28139153@N00,-285317.71,117164.71
6105240198,28139153@N00,-301011.09,124461.89
5255820170,28139153@N00,-240205.89,126418.82
6296563775,28139153@N00,-149171,188915.41
6091342507,28139153@N00,-291780.81,158720.31
5566666066,28139153@N00,-216655.96,119670.16
5605959581,28139153@N00,-278994.95,134772.75
5253103244,28139153@N00,-249981.21,106737.16
6275648676,28139153@N00,-292054.84,140778.28
6305637569,28139153@N00,-119468.66,203921.93
5644570533,28139153@N00,-267781.06,107629.12
6360869281,28139153@N00,-278116.9,132188.32
5493964265,28139153@N00,-246318.96,104853.93
5545433953,28139153@N00,-250199.83,133106.95
5339543405,28139153@N00,-269714.15,149879.14
5622480271,28139153@N00,-278807.6,134968.97
5582407585,28139153@N00,-212156.63,114835.15
5600078363,28139153@N00,-251151.17,136535.15
5590163409,28139153@N00,-250684.47,133481.05
3862009685,32762124@N00,-216287.6,-56905.69
4697976055,49129125@N00,-214524.68,-58568.7
3174309429,49129125@N00,-211664.73,-21548.59
5193939919,54803397@N00,-203397.9,-12068.58
8919246265,54970768@N04,-80321.3,213841.03
8919877626,54970768@N04,-80717.82,213725.77
909300298,7884518@N04,-299907.4,82705.45
509335427,79855893@N00,-212426.41,-73317.68
533688137,81551401@N00,-236267.86,-8010.54
5465104307,81551401@N00,-261917.54,7600.36
1105753217,81551401@N00,-175622.64,-159011.61
533588146,81551401@N00,-226408.99,-6806.91
868685418,81551401@N00,-259558.38,5257.06
533689883,81551401@N00,-227120.61,-6988.91
1106600278,81551401@N00,-174006.15,-154558.56
533689541,81551401@N00,-230423.73,-10385.95
1342135338,99357189@N00,-189165.53,188368.51
1341266081,99357189@N00,-215182.85,419693.59
1341240387,99357189@N00,-188137.87,212337.6
1342148702,99357189@N00,-204158.35,327332.39
1342144492,99357189@N00,-196751.82,276482.29
1341257653,99357189@N00,-198391.64,299631.77
4607683487,80951497@N00,-114816.07,-3057.93
1116085,48496790@N00,-348944.49,345043.12
5590077526,48496790@N00,-163822.56,-91532.45
4910914187,48496790@N00,-216423.54,-24301.78
5916844964,48496790@N00,-187348.96,-85483.46
6989044004,14913305@N00,-180041.58,-116094.78
254542192,74173260@N00,-230738.2,-11664.37
360492552,59017779@N00,189568.36,-473335.74
12375579553,22799676@N03,-299876.73,83029.56
4423636141,45894018@N08,-37684.59,35747.2
4249775333,45894018@N08,-220371.91,-22455.09
4495483852,45894018@N08,-157027.75,133621.35
4944032963,45894018@N08,-218449.11,-17990.11
4424494270,45894018@N08,-179672.42,-53608.03
8547252780,45894018@N08,-100914.29,79013.23
8565369593,45894018@N08,-196842.95,-56589.09
4249774713,45894018@N08,-220959.73,-23160.36
4260416923,45894018@N08,-112397.08,-6123.11
8193016218,45894018@N08,-199296.55,-17500.65
8403840607,45894018@N08,-93144.96,66873.7
4944013053,45894018@N08,-218500.49,-18078.28
3224265100,28027240@N00,-159798.6,-102045.39
188338492,66113847@N00,-202651.84,288453.74
188338494,66113847@N00,-348184.26,346146.66
453680306,66113847@N00,-200520.69,298672.78
4291669242,89224091@N00,-234346.02,-8885.74
4290933417,89224091@N00,-234480.79,-8851.92
3676282990,68135943@N00,-225878.27,-10859.85
2429811287,74902165@N00,-213626.72,-22776.37
2429811221,74902165@N00,-214039.51,-22824.27
4069950481,35075971@N00,-212761.68,-26798.24
5554277745,36248859@N02,-177817.58,78686.22
5581474352,36248859@N02,-171443.5,-18727.2
5554863436,36248859@N02,-177789.96,78581.34
5554281801,36248859@N02,-181463.76,78378.53
5554283185,36248859@N02,-177995.21,78749.54
5554868272,36248859@N02,-178531.52,78776.05
5340987726,43013588@N03,-195817.31,307467.44
8500770126,92316880@N02,-327842.89,149575.23
8234135293,20452906@N04,-203468.08,289332.19
10221394885,69218326@N06,-123903.65,61251.96
5706329088,19745294@N06,142342.81,-442135.19
2128702872,70313510@N00,-328671.52,153109.22
4962672708,25328365@N00,-201265.54,288741.06
6793598313,27410306@N06,-204440.78,-11696.43
1461380552,65642485@N00,-65962.31,-137054.34
5936651,19756080@N00,-204926.86,-54403.5
3192134779,41969093@N00,-270168.33,48408.47
8430131101,41969093@N00,-230249.74,49643.83
3192133617,41969093@N00,-267762.29,37124.76
5857924795,51711390@N08,-344411.54,442007.6
5060206417,51711390@N08,-351006.19,317362.35
27716313,57768426@N00,-119970.85,-248188.37
8584478350,86383385@N00,158114.24,-442288.36
2538182288,86383385@N00,176651.83,-457031.99
8141761510,71488536@N00,86380.24,22209.89
6937373991,71488536@N00,-210115.06,-22384.79
237732180,29479031@N00,-360469.68,292674.73
237729142,29479031@N00,-355604.56,296649.67
237729204,29479031@N00,-356528.32,295253.17
237731681,29479031@N00,-355494.11,296823.15
237733072,29479031@N00,-345109.12,278793.03
237732863,29479031@N00,-335223.98,272076.77
237731006,29479031@N00,-344800,324381.23
13917395853,40243520@N02,-185477.44,-105133.54
7601089334,40243520@N02,-131061.27,64397
4539677730,40243520@N02,-163266.97,-92138.74
9958785135,40243520@N02,-128059.52,272668.51
7571982366,40243520@N02,-128071.24,62804.08
8472797734,40243520@N02,-260791.35,1515.7
5385873793,40243520@N02,-214642.65,33627.19
6141931423,19714819@N00,-327230.65,165539.88
502986386,35034346178@N01,-337362.24,397300.8
7030981051,26788043@N02,-273742.46,53486.5
2784841501,34427470212@N01,-349308.61,449610.51
2736757790,10116041@N02,-37583.84,183156.03
2040200768,33521407@N00,-272213.56,51690.02
3332306901,33732094@N00,-180882.79,-76036.27
95951893,25602028@N00,-290906.18,164780.46
149429326,25602028@N00,-288064.91,157843.29
2189109724,25602028@N00,-253773.2,81725.78
6799796157,25602028@N00,-315348.13,99695.35
3060262864,25602028@N00,-290972.02,164592.12
3337391892,25602028@N00,-232099.66,34362.54
419712571,25602028@N00,-234811.02,44961.27
4877644219,50182473@N00,-333159.25,266491.1
4878255582,50182473@N00,-351476.67,316988.98
5289892622,25951201@N07,-170701.16,-13555.53
8396064346,12983620@N00,-180099.91,-116351.91
8394980327,12983620@N00,-217247.94,-20294.77
8394981687,12983620@N00,-199451.86,-22771.2
11145934096,44846110@N07,-165099.8,3640.26
11709151386,44846110@N07,-194031.58,-14573.14
3716202338,8896423@N04,322904.24,-459834.08
2868925887,26097244@N02,-196673.64,-27509.18
13231541573,77915774@N00,-272318.86,52015.03
13229792993,77915774@N00,-321978.63,136877.7
13229650875,77915774@N00,-327320.11,165566.83
13230164635,77915774@N00,-262276.09,54014.85
6106987952,42034487@N04,-323339.05,164740.7
5670327193,48631189@N03,-344253.85,365487.66
319863397,18448945@N00,-215682.75,-20671.93
319863387,18448945@N00,-216883.98,-19253.25
319863399,18448945@N00,-216920.46,-20654.93
319863392,18448945@N00,-217490.66,-20519.41
319863404,18448945@N00,-217833.09,-17449.33
3026600832,51035555243@N01,-129834.1,61686.67
342183345,51035555243@N01,-196846.67,-18043.28
4777101954,51035555243@N01,-199646.66,-21175.62
8328945250,20290998@N08,-245759.28,9305.9
5385186981,33414236@N03,-230328.94,27675.57
1143125412,33498256@N00,-55986.36,176089.33
11200931703,87135065@N00,-345080.34,359728.93
13322378595,64432343@N07,-267581.9,41887.54
13322547233,64432343@N07,-267454.38,41890.98
13322363355,64432343@N07,-265136.29,37510.67
13322745574,64432343@N07,-264872.89,37539.72
3772700485,79172203@N00,-216924.72,-24591.34
3719770482,22829128@N08,-127543.24,273258.7
3415530517,22829128@N08,-201725.49,-58607.8
4280509563,26526783@N07,-48397.26,7474.05
4930896803,95006327@N00,-126803.51,42142.66
4088997660,66025621@N00,-255345.69,37501.06
5845438997,44055945@N06,-258343.79,9316.44
3714290669,31359283@N00,-211393.58,-22705.09
3715106090,31359283@N00,-211329.25,-22850.06
3715102722,31359283@N00,-210144.93,-23796.53
3715102084,31359283@N00,-215210.67,-24610.3
3715102390,31359283@N00,-210046.29,-23478.42
6894028246,62356799@N06,-330220.8,257902.32
12091104993,62356799@N06,-340764.24,243476.11
11886593215,62356799@N06,-348938.39,345468.78
12149310495,62356799@N06,-360914.57,280262.45
3921726853,62941576@N00,-139041,334062.55
11595153346,53021335@N00,-240546.5,60034.5
4968125021,65743191@N00,-211364.46,-22264.57
3684596103,14429081@N00,-210187.39,-22577.24
6995276153,44068917@N00,-217062.68,-24850.86
6849152584,44068917@N00,-217435.76,-24893.07
2163478185,10799516@N00,-210798.53,-22016.8
2350586207,82114843@N00,-88763.32,140763.67
4685438101,82114843@N00,-93316.4,143450.06
7026124275,82114843@N00,-180539.77,-113936.6
11542314703,27435717@N00,-202044.87,-97786.02
11542309846,27435717@N00,-202052.18,-98090.28
3654847099,39175939@N00,-265423.37,66218.39
3458467038,34297642@N05,-173075.33,-153596.84
3291387879,34297642@N05,-217109.9,446159.64
5738587302,26275483@N00,-70314.5,144946.84
8246848780,71380981@N06,-270041.67,55259.2
8272851762,71380981@N06,-303787.31,89966.33
2513896680,92721301@N00,-193855.79,-110637.84
12025356864,19882095@N02,-183536.29,374550.59
11960254145,19882095@N02,-179844.36,357282.94
4314738661,19882095@N02,-199853.15,358901.64
12629115204,19882095@N02,-123289.58,313315.75
12629172745,19882095@N02,-196792.49,362622.09
13236956804,19882095@N02,-184406.45,373846.97
13141386255,19882095@N02,-182807.54,266905.15
13233037885,19882095@N02,-184291.67,373756.74
13141176835,19882095@N02,-214037.62,389026.69
2051743264,93272236@N00,-324773.23,190095.29
2051741474,93272236@N00,-320137.31,114932.8
4399624627,8379824@N07,-179724.2,-115380.12
4399607933,8379824@N07,-211482.08,-21730.82
4399625849,8379824@N07,-179828.51,-115171.1
8696970797,92605333@N00,-290894.69,121377.12
242756855,30379316@N00,-145412.55,-29118.76
2412539784,8523884@N04,-213577.78,-22929.86
7104729523,54611602@N06,-124799.86,64922.11
7145749621,54611602@N06,-122131.79,79771.85
7239118216,54611602@N06,-131108.37,63782.86
8679764962,27604887@N05,-217622.28,-20342.38
8685028908,27604887@N05,-165860.03,-78754.52
10131750273,97559079@N05,-348541.7,345450.53
2566162379,7820145@N02,-224764.52,86620.24
7160871081,37883272@N07,-232416.21,-1701.52
3864206203,35136432@N07,78880.26,-4782.38
4139487803,35136432@N07,77203.22,-5232.46
734578459,9405610@N02,-199963.47,-87157.76
755855773,9405610@N02,-217961.07,-45506.27
3238550310,90601831@N00,-328501.15,161559.14
2340656867,22674694@N04,-78050.17,134540.57
393457753,46751481@N00,-178891.44,-68054.57
10985825935,44124370018@N01,-340826.12,381344.91
11020907173,44124370018@N01,-342504.82,406526.15
773558271,31236502@N00,-212673.21,-74135.84
774477092,31236502@N00,-212698.21,-74409.42
774502536,31236502@N00,-204050.02,-55668.67
8650032279,34209020@N02,-260677.33,6214.23
8598342197,8135062@N07,-213787.65,-25518.41
8598261711,8135062@N07,-213493.22,-20954.61
8599431906,8135062@N07,-220061.72,-28551.45
6663825137,90454544@N00,-284883.5,105036.29
6664810061,90454544@N00,-284149.97,104736.05
6664095995,90454544@N00,-275289.09,101425.49
6663668509,90454544@N00,-291182.6,115441.76
6664859091,90454544@N00,-283852.89,104721.99
6663667711,90454544@N00,-277913.15,102477.43
6664972579,90454544@N00,-267619.63,102702.28
6663862795,90454544@N00,-273753.75,101047.2
3654387782,41108635@N00,-211109.63,-22154.16
10310201236,41108635@N00,-26939.58,144699.61
1612270494,84952733@N00,-103361.39,-102575.9
6317824430,8915198@N06,-167650.27,-63892.15
2866940371,11374291@N05,-342989.73,428881.48
2866919195,11374291@N05,-348816.91,422754.07
5740726866,22871800@N06,-204043.96,-48934.57
5463857884,24431382@N03,-169791.05,-33621.66
5600204883,31261500@N04,-127488.69,276237.8
3641758485,48372717@N00,-88298.98,-203269.03
2184150380,48372717@N00,-158943.38,-67333.12
831740726,48372717@N00,-224957.16,-8931.99
233249020,72324736@N00,-160534.49,-79465.81
9244025791,13815852@N06,-52060.25,-30227.52
9120212673,13815852@N06,-261155.38,57828.52
8620403455,13815852@N06,-166198.53,-190674
9593740323,13815852@N06,-58096.53,-21604.05
9360478027,13815852@N06,-46972.74,4578.06
9543202494,13815852@N06,-246164.21,55608.54
9122267323,13815852@N06,-261545.56,62186.73
3124220244,17593639@N08,-216915.01,-24579.81
7000406390,20723636@N03,-113689.46,27056.46
7254080478,83269398@N00,-129741.09,63571.13
13344681995,51243983@N08,-174424.77,-160063.16
2542759921,26085690@N04,-192875.42,365715.88
2920085281,80058533@N00,-210688.24,-22358.64
2920954998,80058533@N00,-211123.2,-22242.11
2920102299,80058533@N00,-210629.63,-22580.75
2920959436,80058533@N00,-210845.73,-22241.57
4412014118,17534006@N00,-191391.92,-65737.37
3634424544,8567662@N02,-214203.76,-20695.06
3634423610,8567662@N02,-211887.37,-20299.91
3677526120,8567662@N02,-173198.53,-159387.22
3172046931,59392555@N00,-171181.05,64994.89
3933158489,35091267@N04,-152528.5,-203087.73
3916421887,93381495@N00,138933.89,-316658.97
5189300030,33493932@N00,-212117.97,-56949.58
5186836066,33493932@N00,-219058.63,-53950.81
1189785708,10345328@N02,-265690.25,38824.16
2648113751,10345328@N02,-349431.81,449461.63
8977669631,50446746@N02,-20450.99,165240.98
9024081671,50446746@N02,-20735.61,166455.8
8732100204,50446746@N02,35743.9,-30415.1
8009325521,50446746@N02,-88038.15,139061.06
8720844223,50446746@N02,36618.15,-30083.25
3844638412,14282435@N00,-265746.06,81743.87
5989113421,42544714@N04,-124886.44,65060.05
5989112425,42544714@N04,-124828.79,64924.88
3892951720,28019475@N04,-192998.82,391082.5
438945197,93228482@N00,-184168.01,379238.67
2027798263,7353007@N05,-334274.66,380112.23
2573052289,20195637@N00,-350007.54,421849.84
4752475247,40112366@N03,-119691.6,43176.1
6807664515,55204730@N08,-218640.04,446591.83
6807668665,55204730@N08,-218403.88,446882.26
7332857034,64724295@N08,-198406.08,-13501.64
7995113553,27819017@N02,-259972.45,6745.13
6175288253,28650594@N03,67502.1,26903.86
479432373,19418358@N00,-192787.08,312133.64
5127319962,14580956@N08,-185591.29,378914.62
5195887756,17001563@N00,-340913.23,399361.06
5195287721,17001563@N00,-336633.68,377922.97
2912077242,17774272@N00,-85392.34,375024.46
4692627652,41266898@N04,-170630.04,-70888.73
4606562513,41266898@N04,-217367.82,-20439.65
3957284179,70323761@N00,-211340.77,-22763.03
3928930778,70323761@N00,-213486.96,-25316.72
3966736768,70323761@N00,-215350.32,-24715.67
3916761001,70323761@N00,-212759.88,-26610.58
125286028,98318718@N00,-452.35,99967.23
5919918419,92237532@N00,-246849.78,46776.39
5237378880,34199992@N06,-104965.04,-264757.69
5237378602,34199992@N06,-171243.24,-175618.93
5236785335,34199992@N06,-105177.78,-264367.6
44119278,79543373@N00,-228220.9,-7120.72
9236111179,41821150@N02,-340652.92,382341.22
9022627658,50753774@N00,-329465.69,154787.63
1754391886,78078870@N00,-85412.02,130808.42
4767921571,28807271@N04,-253015.7,5951.41
7093987361,16725630@N00,-211169.38,-22248.94
7025810909,38116435@N00,-189734.76,360445.98
6462796559,38116435@N00,-211803.39,-22117.65
5564289943,17669664@N05,162699.07,-437388.81
297167276,33473816@N00,-249625.03,12808.98
2616848663,26519109@N02,-110626.29,88077.74
2607981284,26519109@N02,-130349.44,63063.89
2142415964,47882233@N00,-188759.3,164608.06
56285009,27718430@N00,-288227.83,160291.9
5609258756,10125052@N00,-159715.97,-102711.24
5178251034,10125052@N00,-222166.53,-51963.83
3814024612,73853155@N00,-224035.16,65389.41
1713273371,53991912@N00,266862.27,-579140.29
4565078984,21746901@N08,-200892.02,-13248.76
1120331281,38572265@N00,-326170.92,432162.95
29699039,53687491@N00,192524.99,-465334.99
5208113066,12727208@N00,-223615.84,66249.17
6923992571,24657811@N00,-220197.21,-42150.45
2214589892,22770082@N07,-173133.71,-152467.67
5714226154,29501028@N00,-170782.54,97831.6
5211686179,23344533@N00,-120700.33,275731.17
3105314291,87533642@N00,-216916,-24584.23
3457560702,87533642@N00,-213683.68,-22901.46
6101370141,13379011@N00,-175316.49,-86560.57
9737602019,57412095@N05,-237741.17,54424.81
8194242093,68489662@N05,-216478.47,294386.52
8624142508,68489662@N05,-213969.16,-23946.34
10282096806,37755964@N03,24891.59,-40968.58
1466411288,78589224@N00,-344856.24,441241.7
7122996211,35769931@N07,-322231.68,131562.48
58380933,79349162@N00,-183541.63,378961.82
4176330099,19121199@N00,-250288.78,62528.19
2609495822,19121199@N00,-211176.65,-23382.91
8698204063,64149699@N00,-676.67,102507.52
264869739,64149699@N00,-325128.97,137783.39
8332131726,22778453@N05,-6986.83,103873.8
67733136,11399912@N00,-130939.67,63878.45
727127381,70121902@N00,-114961.2,101099.67
2762089416,14976045@N02,-221947.19,-46911.53
5088541323,45469294@N07,-215548.24,-26857.79
4997343389,45469294@N07,-218665.89,-17981.53
5007703932,45469294@N07,-218183.93,-18171.87
4052378140,49503118795@N01,-158039,-197569.33
4909787844,52179512@N00,-222300.46,-19276.09
7750358492,84701463@N08,-211649.24,-22577.28
6227941841,35213698@N08,46778.23,-20985.24
8562176743,35213698@N08,36096.01,-30175.02
5670549759,35213698@N08,36304.34,-30324.97
5705489686,35213698@N08,28458.6,-33391.06
5235318236,39822364@N03,-196304.46,-90125.21
2276134049,21945198@N05,-198581.37,-13618.89
8620261915,23807199@N00,-167485.44,-75002.92
8088436117,17289005@N03,-161177.31,20182.8
2918843491,88819329@N00,-218160.22,-19566.78
5454936101,74789365@N00,-223033.58,-10303.9
11523834765,69214385@N04,-266977.68,39359.87
10995774243,69214385@N04,-240163.91,60640.67
12607437283,96028526@N00,-217753.39,-20751.97
12607420103,96028526@N00,-193196.3,-16415.64
8372370540,18404707@N04,-152934.16,-44877.01
3279446533,18404707@N04,-155914.31,-16471.88
1385391989,41072040@N00,-325392.8,170352.99
1386285200,41072040@N00,-318906.72,119270.02
6798527741,63637045@N07,-259402.17,40741.33
498083089,29043563@N00,-220591.87,-22459.17
2952850200,22047548@N03,-194933.39,350164.6
3025975207,22047548@N03,-204320.28,384766.59
5002763821,22396270@N06,130589.2,-223280.82
8548197652,29191528@N00,-220345.75,-22510.6
545616715,34816987@N00,-328164.69,152557.19
8637944112,41597157@N00,-261998.21,57253.66
10075270013,96086754@N03,-271847.28,132438.27
3198046863,56766591@N00,-227242.24,-2062.95
957066496,51198263@N00,-174863.36,-49915.04
1465638211,48721826@N00,-171853.7,-163825.77
388908005,13772946@N00,-170458.75,-25924.5
2855369880,57846634@N00,-216906.91,-24559.33
6650427645,30503127@N08,-218196.94,-21473.43
6712148689,30503127@N08,-27221.3,28576.43
8160048785,55018094@N00,-153756.15,-101455.79
8183642837,55018094@N00,-327202.11,149573.54
5399586705,72213316@N00,-194456.43,351680.94
5907078539,25785809@N08,102708.33,-441324.71
7745724790,68899150@N07,-126143.79,-28949.53
